[INFO] training the network...
Epoch [0], train_loss: 2.9506, train_acc: 0.0897, val_loss: 2.6271, val_acc: 0.1474
Epoch [36], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4283, val_acc: 0.9552
Epoch [37], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4294, val_acc: 0.9542
Epoch [38], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4315, val_acc: 0.9542
Epoch [39], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4331, val_acc: 0.9542
Epoch [40], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4351, val_acc: 0.9542
Epoch [41], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4360, val_acc: 0.9542
Epoch [42], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4381, val_acc: 0.9542
Epoch [43], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4396, val_acc: 0.9542
Epoch [44], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4412, val_acc: 0.9542
Epoch [45], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4422, val_acc: 0.9552
Epoch [46], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4441, val_acc: 0.9552
Epoch [47], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4479, val_acc: 0.9562
Epoch [48], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4538, val_acc: 0.9557
Epoch [49], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4622, val_acc: 0.9562
Epoch [50], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4706, val_acc: 0.9552
Epoch [51], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4627, val_acc: 0.9552
Epoch [52], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.4886, val_acc: 0.9562
Epoch [53], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5125, val_acc: 0.9562
Epoch [54], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5280, val_acc: 0.9552
Epoch [55], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5417, val_acc: 0.9557
Epoch [56], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5544, val_acc: 0.9557
Epoch [57], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5663, val_acc: 0.9552
Epoch [58], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5757, val_acc: 0.9557
Epoch [59], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5815, val_acc: 0.9542
Epoch [60], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5890, val_acc: 0.9547
Epoch [61], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.5947, val_acc: 0.9542
Epoch [62], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6006, val_acc: 0.9542
Epoch [63], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6069, val_acc: 0.9542
Epoch [64], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6118, val_acc: 0.9552
Epoch [65], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6163, val_acc: 0.9552
Epoch [66], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6219, val_acc: 0.9547
Epoch [67], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6243, val_acc: 0.9552
Epoch [68], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6298, val_acc: 0.9552
Epoch [69], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6318, val_acc: 0.9552
Epoch [70], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6342, val_acc: 0.9557
Epoch [71], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6359, val_acc: 0.9557
Epoch [72], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6378, val_acc: 0.9557
Epoch [73], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6403, val_acc: 0.9552
Epoch [74], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6433, val_acc: 0.9552
Epoch [75], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6419, val_acc: 0.9552
Epoch [76], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6456, val_acc: 0.9552
Epoch [77], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6467, val_acc: 0.9557
Epoch [78], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6474, val_acc: 0.9557
Epoch [79], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6504, val_acc: 0.9557
Epoch [80], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6507, val_acc: 0.9568
Epoch [81], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6539, val_acc: 0.9563
Epoch [82], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6549, val_acc: 0.9563
Epoch [83], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6558, val_acc: 0.9563
Epoch [84], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6567, val_acc: 0.9557
Epoch [85], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6588, val_acc: 0.9557
Epoch [86], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6600, val_acc: 0.9563
Epoch [87], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6602, val_acc: 0.9558
Epoch [88], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6618, val_acc: 0.9558
Epoch [89], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6629, val_acc: 0.9558
Epoch [90], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6621, val_acc: 0.9563
Epoch [91], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6650, val_acc: 0.9563
Epoch [92], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6659, val_acc: 0.9558
Epoch [93], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6656, val_acc: 0.9563
Epoch [94], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6661, val_acc: 0.9563
Epoch [95], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6689, val_acc: 0.9558
Epoch [96], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6687, val_acc: 0.9563
Epoch [97], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6695, val_acc: 0.9558
Epoch [98], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6701, val_acc: 0.9569
Epoch [99], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6726, val_acc: 0.9563
Epoch [100], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6724, val_acc: 0.9569
Epoch [101], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6725, val_acc: 0.9563
Epoch [102], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6749, val_acc: 0.9558
Epoch [103], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6751, val_acc: 0.9568
Epoch [104], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6773, val_acc: 0.9569
Epoch [105], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6783, val_acc: 0.9564
Epoch [106], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6773, val_acc: 0.9569
Epoch [107], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6797, val_acc: 0.9558
Epoch [108], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6792, val_acc: 0.9574
Epoch [109], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6816, val_acc: 0.9564
Epoch [110], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6833, val_acc: 0.9569
Epoch [111], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6843, val_acc: 0.9574
Epoch [112], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6847, val_acc: 0.9564
Epoch [113], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6858, val_acc: 0.9569
Epoch [114], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6867, val_acc: 0.9569
Epoch [115], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6888, val_acc: 0.9564
Epoch [116], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6907, val_acc: 0.9574
Epoch [117], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6898, val_acc: 0.9564
Epoch [118], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6912, val_acc: 0.9564
Epoch [119], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6926, val_acc: 0.9564
Epoch [120], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6941, val_acc: 0.9564
Epoch [121], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6942, val_acc: 0.9564
Epoch [122], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6953, val_acc: 0.9564
Epoch [123], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6966, val_acc: 0.9569
Epoch [124], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6979, val_acc: 0.9564
Epoch [125], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6992, val_acc: 0.9569
Epoch [126], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.6990, val_acc: 0.9569
Epoch [127], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7009, val_acc: 0.9564
Epoch [128], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7010, val_acc: 0.9569
Epoch [129], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7040, val_acc: 0.9564
Epoch [130], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7042, val_acc: 0.9569
Epoch [131], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7055, val_acc: 0.9569
Epoch [132], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7068, val_acc: 0.9564
Epoch [133], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7075, val_acc: 0.9569
Epoch [134], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7082, val_acc: 0.9564
Epoch [135], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7104, val_acc: 0.9569
Epoch [136], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7123, val_acc: 0.9559
Epoch [137], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7123, val_acc: 0.9569
Epoch [138], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7149, val_acc: 0.9559
Epoch [139], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7138, val_acc: 0.9564
Epoch [140], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7175, val_acc: 0.9569
Epoch [141], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7193, val_acc: 0.9569
Epoch [142], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7195, val_acc: 0.9569
Epoch [143], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7201, val_acc: 0.9564
Epoch [144], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7205, val_acc: 0.9559
Epoch [145], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7230, val_acc: 0.9569
Epoch [146], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7245, val_acc: 0.9554
Epoch [147], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7244, val_acc: 0.9564
Epoch [148], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7284, val_acc: 0.9569
Epoch [149], train_loss: 0.0000, train_acc: 1.0000, val_loss: 0.7286, val_acc: 0.9559
[INFO] total time taken to train the model: 64.05min

Accuracy on test data: 80.87 %
Average loss on test data: 6.3548
              precision    recall  f1-score   support

           a       0.84      0.93      0.88       107
           b       0.98      0.98      0.98        95
           c       1.00      0.69      0.81        67
           d       0.61      0.51      0.55        71
           e       0.89      0.75      0.82        68
           f       0.97      0.96      0.97        75
           g       0.95      0.57      0.71        70
           h       0.96      0.98      0.97        56
           i       0.81      1.00      0.90        57
           j       0.90      0.39      0.54        49
           k       0.60      1.00      0.75        15
           l       0.96      1.00      0.98        49
           m       0.92      0.98      0.95        49
           n       0.67      1.00      0.80        40
           o       0.51      0.39      0.44        51
           p       0.96      0.98      0.97        52
           q       0.57      1.00      0.73        48
           r       0.79      0.51      0.62        45
           s       0.89      0.50      0.64        48
           t       0.72      0.83      0.77        46
           u       0.56      1.00      0.72        50
           v       0.61      0.91      0.73        54
           w       0.97      0.80      0.88        46
           x       0.76      1.00      0.87        52
           y       1.00      1.00      1.00        49
           z       0.82      0.23      0.36        39

    accuracy                           0.81      1448
   macro avg       0.82      0.80      0.78      1448
weighted avg       0.83      0.81      0.80      1448
